fips,state,area_name,urban_influence_code_2013,economic_typology_2015,international_mig_2019,net_mig_2010,net_mig_2019,residual_2010,residual_2011,residual_2012,residual_2013,residual_2016,residual_2019,gq_estimates_2019,r_birth_2019,r_death_2019,r_natural_inc_2019,r_international_mig_2011,r_international_mig_2019,r_net_mig_2011,r_net_mig_2012,r_net_mig_2013,r_net_mig_2014,r_net_mig_2015,r_net_mig_2016,r_net_mig_2017,r_net_mig_2018,r_net_mig_2019
01001,AL,Autauga County,2.0,0.0,-16.0,172.0,254.0,11.0,-1.0,15.0,-2.0,-3.0,-1.0,455.0,11.202671406,9.7125724852,1.490098921,0.0727272727,-0.287247985,6.0181818182,-6.226118841,-3.902225545,1.9704433498,-1.712874805,4.777171297,0.8496560701,0.5409157704,4.5600617583
01003,AL,Baldwin County,2.0,5.0,80.0,818.0,5377.0,46.0,10.0,85.0,100.0,16.0,24.0,2170.0,10.446871266,10.546624377,-0.099753111,0.9576108421,0.3627385856,16.641869776,17.488578535,22.751473911,20.184333668,17.725963762,21.27929069,22.398255745,24.727215272,24.380567187
01005,AL,Barbour County,6.0,3.0,13.0,-70.0,-128.0,2.0,-2.0,2.0,1.0,2.0,-2.0,2812.0,10.331328948,12.591307155,-2.259978207,-0.182922368,0.5246377981,0.2926757884,-6.897816914,-8.13218497,-5.140430604,-15.72457483,-18.2380157,-24.99852834,-8.754922145,-5.165664474
01007,AL,Bibb County,1.0,0.0,10.0,-59.0,41.0,2.0,1.0,-2.0,2.0,1.0,-2.0,2148.0,10.723621009,11.25980206,-0.53618105,0.4384522635,0.4468175421,-4.998355804,-3.787545142,-5.797999469,1.3311443404,1.3298167069,-0.708717222,-3.234668557,-6.85709197,1.8319519224
01009,AL,Blount County,1.0,0.0,6.0,7.0,65.0,-6.0,-3.0,-10.0,-5.0,-2.0,-4.0,489.0,11.263268078,11.367077,-0.103808922,-0.278415814,0.1038089224,0.2088118605,-1.650165017,-0.347225236,-2.049589648,-1.338525189,-1.391062424,6.1935618185,-0.069229305,1.1245966591
01011,AL,Bullock County,6.0,3.0,-1.0,-23.0,-73.0,2.0,0.0,-1.0,0.0,-1.0,0.0,1663.0,10.75215783,10.75215783,0.0,1.5776530091,-0.09864365,-21.99433901,-6.954560406,-6.334199953,9.6171978126,-24.592888,-2.212708644,-19.9367858,-1.474201474,-7.200986436
01013,AL,Butler County,6.0,0.0,18.0,-4.0,-123.0,-3.0,0.0,2.0,4.0,-1.0,-1.0,333.0,10.90099542,13.920519972,-3.019524553,0.0478491794,0.9212108805,-3.636537633,-7.896764253,-14.47862331,0.4424452474,-6.223912668,-6.272713695,-4.962406015,-10.07110504,-6.294941017
01015,AL,Calhoun County,2.0,4.0,14.0,-117.0,-461.0,-8.0,2.0,-12.0,-4.0,-3.0,-2.0,2833.0,11.134704478,13.442369788,-2.30766531,0.2201971612,0.1228414994,-6.148582269,-4.588522734,-5.255476952,-4.027746699,-3.215406291,-3.47158938,-1.654454183,-0.48899542,-4.044995086
01017,AL,Chambers County,5.0,0.0,6.0,-48.0,-259.0,-2.0,-1.0,0.0,-2.0,-2.0,0.0,458.0,10.590241422,13.192927873,-2.602686451,0.7923116426,0.1794956173,-1.379209156,4.4909520525,2.5204050232,-3.787656351,1.3240551395,-5.786746579,2.1348514499,-1.515444159,-7.748227481
01019,AL,Cherokee County,6.0,0.0,-3.0,42.0,303.0,-2.0,-2.0,-3.0,-2.0,-2.0,0.0,290.0,8.5041179851,13.139245355,-4.63512737,-0.076994148,-0.114920513,4.3886664613,2.3100467784,6.5416065416,-0.809061489,-2.091928642,5.3980582524,6.7864968103,12.92962041,11.606971844
01021,AL,Chilton County,1.0,0.0,35.0,45.0,219.0,-4.0,0.0,-3.0,-4.0,-2.0,-2.0,393.0,12.439186825,11.355555305,1.0836315201,0.6411577477,0.7901479834,-1.236518513,-3.964661801,0.3210640982,0.6865931249,-2.058083695,2.603750314,4.2279453549,0.6796325453,4.9440688106
01023,AL,Choctaw County,10.0,3.0,-2.0,-17.0,-201.0,0.0,1.0,-3.0,0.0,1.0,0.0,129.0,10.463378176,13.84627488,-3.382896704,-0.145677034,-0.157344033,-14.27634933,-0.588841454,-8.160237389,-3.144418657,-4.444779268,-11.4172629,-5.698883327,-3.959934778,-15.81307529
01025,AL,Clarke County,11.0,3.0,-5.0,-77.0,-237.0,6.0,-1.0,12.0,-4.0,2.0,-1.0,280.0,11.190576357,13.630626841,-2.440050484,0.0778922361,-0.21034918,-5.413510408,-17.61854085,-0.238672978,-9.282413427,-7.30398289,-14.39699825,-9.338264157,-5.752276943,-9.970551115
01027,AL,Clay County,10.0,3.0,-2.0,-21.0,-14.0,0.0,0.0,5.0,-3.0,-1.0,-1.0,255.0,10.780655132,14.097779788,-3.317124656,0.145006344,-0.150778393,-10.94797897,-16.44482136,1.9375512333,4.5446079344,1.6383675901,1.5666965085,0.4487155517,-3.227743582,-1.055448754
01029,AL,Cleburne County,4.0,0.0,-11.0,13.0,-97.0,-1.0,0.0,2.0,-1.0,1.0,-1.0,178.0,12.5,12.63368984,-0.13368984,0.0,-0.735294118,-5.679540291,-4.3599289,6.5628662314,2.8664755683,-3.273213093,-1.411195484,3.8995528961,7.4225149621,-6.483957219
01031,AL,Coffee County,5.0,0.0,34.0,158.0,368.0,4.0,-1.0,7.0,15.0,-3.0,-5.0,498.0,11.486978867,10.930848004,0.5561308633,1.5498946866,0.652015495,1.2915789055,11.044937737,-11.25493508,-3.512996112,4.3888998229,1.8793128762,10.033477269,0.6743543058,7.0571088866
01033,AL,Colbert County,2.0,0.0,73.0,66.0,329.0,-2.0,-3.0,-10.0,-7.0,-3.0,-3.0,474.0,11.429089755,13.04367545,-1.614585695,0.5318027195,1.3243230986,1.558732109,1.6497264204,1.8331973712,1.2294593132,1.8736395448,2.8462823879,5.6414389333,7.329146118,5.9685246496
01035,AL,Conecuh County,11.0,0.0,1.0,-20.0,-166.0,0.0,0.0,4.0,0.0,1.0,0.0,45.0,10.098936738,14.943142165,-4.844205427,0.0,0.0821051767,-0.681018501,-9.755725773,-7.088373526,-15.31908242,1.5775981069,-11.91516403,-2.1659781,-8.170529466,-13.62945934
01037,AL,Coosa County,3.0,3.0,13.0,15.0,55.0,-1.0,2.0,-2.0,-2.0,0.0,-2.0,196.0,8.3544541444,11.452173097,-3.097718952,0.0859623485,1.2203135267,-19.51345311,-9.285213735,-3.805309735,-18.30335113,-5.461745028,-4.321243047,-2.228101936,-5.335330182,5.1628649207
01039,AL,Covington County,6.0,0.0,-5.0,43.0,230.0,-5.0,-1.0,-5.0,-6.0,-1.0,-4.0,575.0,11.16186049,14.675279047,-3.513418556,0.0791254006,-0.135131483,6.2509066452,-3.824596109,1.4546608657,0.4498901739,-1.911944341,-3.336091169,-6.07167804,0.4863878943,6.2160482149
01041,AL,Crenshaw County,6.0,3.0,3.0,-39.0,-11.0,2.0,0.0,-3.0,2.0,-1.0,0.0,132.0,9.9286154292,12.972424539,-3.04380911,1.0085365414,0.2174149364,1.7289197853,3.092524003,-3.674086881,2.1662213878,4.1875744558,5.4022905712,-1.008137107,0.5779720406,-0.7971881
01043,AL,Cullman County,3.0,0.0,34.0,39.0,414.0,-10.0,-3.0,-18.0,-4.0,-3.0,-4.0,1027.0,11.84309691,12.560860359,-0.717763449,0.2735195753,0.4067326212,-1.603819328,-0.933480201,5.2680950991,4.0307125459,8.0084014518,8.0140794466,5.6497516892,7.9020957994,4.9525677987
01045,AL,Dale County,5.0,3.0,18.0,45.0,-71.0,-3.0,1.0,-5.0,10.0,-4.0,-2.0,941.0,13.1821187,11.107155571,2.0749631287,1.1341477974,0.3661699639,-9.86907557,-1.57353278,-13.65180891,-11.59449514,-3.158566092,-3.585645264,-1.884422111,-6.47814388,-1.44433708
01047,AL,Dallas County,5.0,3.0,5.0,-7.0,-997.0,-5.0,1.0,16.0,14.0,2.0,3.0,853.0,11.604185985,14.359517817,-2.755331832,-0.160725561,0.1324678765,-14.74083003,-12.94746629,-18.47460626,-10.53513708,-14.54721784,-19.62575294,-20.52497542,-21.90063458,-26.41409458
01049,AL,DeKalb County,6.0,3.0,44.0,-31.0,134.0,-6.0,-3.0,7.0,-13.0,-4.0,-4.0,782.0,11.125104954,11.460957179,-0.335852225,1.1787157611,0.6157290792,1.1366187696,-8.263707847,-0.465260546,0.0,1.1120495495,-0.52042675,3.9707873524,-0.070006441,1.875174923
01051,AL,Elmore County,2.0,0.0,25.0,226.0,92.0,11.0,-2.0,-6.0,-11.0,-2.0,-5.0,4147.0,11.490568364,10.122056467,1.3685118974,0.451283337,0.3082234003,2.2940236297,-1.136179192,1.5305265385,-2.421247377,2.3170807261,2.7024358943,0.5903115123,-5.947067406,1.1342621132
01053,AL,Escambia County,6.0,0.0,-1.0,-30.0,165.0,-4.0,-1.0,-3.0,2.0,0.0,-2.0,2472.0,11.482154818,12.958431866,-1.476277048,0.0783811676,-0.027338464,-4.781251225,-3.778188831,-6.67651871,-0.052980132,0.1061064247,-3.140971039,-12.32744266,-11.3987241,4.5108465355
01055,AL,Etowah County,2.0,0.0,37.0,70.0,-25.0,-13.0,-4.0,-18.0,-17.0,-8.0,-6.0,2085.0,11.470184841,14.515884986,-3.045700145,0.3160495719,0.3611887992,0.1723906756,1.7158166664,-1.690990671,-2.798106936,-1.608550512,0.5635089117,2.9825805637,-1.138032663,-0.244046486
01057,AL,Fayette County,6.0,0.0,5.0,-5.0,-92.0,-3.0,-1.0,-1.0,0.0,1.0,0.0,291.0,10.626927657,13.741716798,-3.114789141,-0.408389487,0.3053714844,-6.300866369,-0.882430803,-4.145814208,-0.833432551,-1.972032987,-4.810727923,0.0,1.276169062,-5.618835313
01059,AL,Franklin County,6.0,3.0,29.0,-17.0,1.0,-1.0,-2.0,2.0,2.0,-2.0,-2.0,272.0,13.788700926,11.714012129,2.0746887967,2.0780202135,0.9256303862,0.9760397972,-3.560961775,-5.123096627,0.1901381671,-2.283032628,2.0593733169,-5.288743211,-9.802673456,0.0319182892
01061,AL,Geneva County,2.0,0.0,-7.0,39.0,55.0,-1.0,-2.0,-1.0,2.0,0.0,-3.0,229.0,10.57496624,13.884398121,-3.309431881,-0.410961463,-0.266276128,-0.224160798,7.8614008942,-7.910300181,-1.238971278,3.6825492259,-1.882352941,-0.567332968,-0.41752861,2.0921695799
01063,AL,Greene County,6.0,0.0,0.0,-53.0,-101.0,4.0,1.0,0.0,0.0,-1.0,0.0,45.0,11.764705882,11.397058824,0.3676470588,0.0,0.0,-9.835699117,-6.647512816,-8.070015913,-20.19386107,-7.137842265,-1.648028252,-18.34206765,-10.41225256,-12.37745098
01065,AL,Hale County,2.0,0.0,-3.0,-47.0,-106.0,2.0,4.0,-1.0,3.0,1.0,-1.0,221.0,12.925170068,12.31292517,0.612244898,0.514370218,-0.204081633,-23.98251141,-2.864117168,-9.212675596,-13.86504688,-4.324540102,-13.00137386,-1.822538729,-4.331641286,-7.210884354
01067,AL,Henry County,2.0,0.0,-1.0,18.0,78.0,-2.0,-1.0,1.0,-1.0,-1.0,0.0,199.0,9.7155157368,12.39164582,-2.676130083,0.9805900845,-0.058176741,7.0948576702,-10.07819288,1.0501137623,-1.753975678,4.2129900527,1.4631434173,4.5631380349,6.0079328045,4.5377857932
01069,AL,Houston County,2.0,0.0,11.0,150.0,947.0,-3.0,-4.0,-4.0,-18.0,-5.0,-2.0,1415.0,12.380608777,10.795055352,1.5855534246,0.2643352946,0.1044376507,2.7216745151,5.4503325091,1.2752760683,2.9643745699,-0.604554309,-2.638168056,-0.047939558,2.3619637768,8.991132294
01071,AL,Jackson County,5.0,3.0,-7.0,-50.0,121.0,-3.0,-2.0,-7.0,-11.0,-6.0,-3.0,597.0,10.886514862,13.075440449,-2.188925586,0.6015150661,-0.13559716,1.9925186564,-0.658557008,0.4715379682,-5.68617974,-3.150147484,-0.383939798,-0.712799568,-1.469323048,2.3438937693
01073,AL,Jefferson County,1.0,0.0,460.0,-867.0,-1915.0,-5.0,-4.0,-69.0,-111.0,-29.0,-20.0,16663.0,12.779950258,11.142623456,1.6373268022,1.1760022608,0.6980262549,-3.096502077,-3.417491661,-0.707493817,-1.467514935,-1.860004377,-2.719568019,-3.094075346,-2.083352287,-2.905913648
01075,AL,Lamar County,7.0,3.0,-1.0,-28.0,-65.0,-2.0,0.0,-4.0,-2.0,0.0,1.0,217.0,11.485534727,12.424603605,-0.939068877,0.1389516101,-0.072236067,-10.14346754,-0.490556782,1.4757554462,-5.728632554,-8.358934057,4.5952252737,2.0136641496,0.2161071892,-4.695344385
01077,AL,Lauderdale County,2.0,0.0,35.0,31.0,390.0,-15.0,-4.0,-11.0,-11.0,-6.0,-5.0,2280.0,9.4532544123,12.259014854,-2.805760442,0.4640020718,0.377698521,0.2697686464,2.0942521415,2.492406791,4.9434305685,-4.194997277,1.7849029662,4.562433442,2.6894495809,4.208640663
01079,AL,Lawrence County,2.0,3.0,-3.0,-9.0,66.0,-4.0,0.0,3.0,-1.0,-1.0,-4.0,229.0,10.597434146,12.99628027,-2.398846125,0.0,-0.091095422,-6.287193134,-6.896856625,-6.292575058,-1.999432997,-8.020547019,3.5863898014,-4.435058078,-1.939276407,2.004099294
01081,AL,Lee County,2.0,4.0,303.0,325.0,191.0,7.0,13.0,88.0,35.0,0.0,3.0,4913.0,11.121335292,6.9043687043,4.2169665872,3.3693195378,1.8464463525,17.555558675,24.407493073,16.099821557,12.823191434,10.415295459,7.9399725422,9.2698872143,8.8712257302,1.1639315291
01083,AL,Limestone County,2.0,4.0,32.0,305.0,2577.0,21.0,16.0,22.0,26.0,2.0,11.0,2648.0,10.395095647,8.8573596047,1.5377360425,0.8770994086,0.3280503557,24.096528346,16.901603975,14.298521351,15.41932429,7.5975494609,11.148949092,11.231327917,20.146395035,26.41830521
01085,AL,Lowndes County,2.0,3.0,-1.0,-26.0,-224.0,0.0,0.0,10.0,5.0,-1.0,1.0,96.0,11.776649746,14.314720812,-2.538071066,0.1783405413,-0.101522843,-12.66217843,-30.01227775,-17.94347341,-17.1117939,-12.28171176,-9.51548694,-12.77955272,-10.96108814,-22.74111675
01087,AL,Macon County,6.0,4.0,1.0,28.0,-161.0,4.0,0.0,25.0,17.0,0.0,0.0,1597.0,9.4534062491,14.509879359,-5.05647311,-0.560891818,0.0549616642,-9.394937951,-32.70314141,-27.27116099,-18.0021179,-14.99858746,-8.916466785,-10.19734235,-23.01018484,-8.848827943
01089,AL,Madison County,2.0,4.0,230.0,890.0,4951.0,31.0,-2.0,-35.0,7.0,-6.0,17.0,8940.0,11.46621292,8.9334827203,2.5327301994,1.5185152296,0.6216947128,5.7336530208,5.1092269473,8.0684117762,4.9424127073,5.8283400188,7.5439689111,11.270844033,11.710206019,13.382654447
01091,AL,Marengo County,11.0,0.0,3.0,-40.0,-126.0,0.0,1.0,10.0,2.0,1.0,0.0,254.0,11.023497455,14.557345922,-3.533848466,0.5286301271,0.1582320209,-13.50409688,-15.64479969,-10.91519731,-6.832065827,-10.26363453,-12.21653814,-4.984455692,-12.899199,-6.645744877
01093,AL,Marion County,11.0,3.0,3.0,45.0,65.0,-1.0,-1.0,-5.0,1.0,-1.0,-3.0,735.0,10.158260314,13.62283254,-3.464572226,0.3253725516,0.1009098707,-0.813431379,-2.518974091,-4.744020557,1.3239991394,0.2984183826,-1.69776461,-1.907885929,3.2582042928,2.1863805311
01095,AL,Marshall County,5.0,3.0,65.0,56.0,368.0,-6.0,-3.0,-23.0,-15.0,-6.0,-4.0,1045.0,14.460154242,11.97238577,2.4877684717,1.7431570392,0.6737706277,5.1546116128,1.5944301241,0.0530177716,-3.064475938,0.8472691456,3.3421543717,3.0102000682,3.0666207717,3.8145783232
01097,AL,Mobile County,2.0,0.0,266.0,-192.0,-1555.0,-28.0,0.0,-52.0,-36.0,-16.0,-10.0,7390.0,13.161362708,11.064926649,2.0964360587,1.4448506322,0.6431972222,-4.172399481,-1.997861852,-2.123870712,-2.635052478,-2.893999718,-1.827811919,-4.936127094,-2.988092319,-3.760043912
01099,AL,Monroe County,11.0,3.0,-2.0,-82.0,-251.0,3.0,2.0,3.0,9.0,1.0,1.0,230.0,9.5226701759,13.303026678,-3.780356502,-0.262003013,-0.095705228,-8.995436781,-7.713158649,-17.20631941,-10.29571843,-6.69064913,-6.37929042,-9.757691769,-7.414053646,-12.0110061
01101,AL,Montgomery County,2.0,4.0,321.0,-100.0,-914.0,-24.0,5.0,32.0,35.0,0.0,2.0,9302.0,13.501401797,9.5542947968,3.9471070002,1.5696739002,1.4172498289,-6.793199824,-6.645374108,-7.561304325,-7.877281175,-5.588901348,-4.682593646,-4.07098925,-7.889476804,-4.03540917
01103,AL,Morgan County,2.0,3.0,113.0,44.0,398.0,-16.0,-4.0,-20.0,-1.0,-1.0,-8.0,2002.0,11.73801291,11.017992147,0.7200207634,1.1434199105,0.9460737938,1.3019963945,-0.707961653,-5.766189767,-2.485199674,-2.346031227,-2.694501454,-1.874548175,2.3349473587,3.3321891143
01105,AL,Perry County,4.0,0.0,2.0,-27.0,-122.0,1.0,-1.0,9.0,0.0,0.0,1.0,709.0,10.559662091,13.449674874,-2.890012783,0.0951791748,0.2223086756,-9.422738305,-26.9732693,-13.49072513,-15.75757576,-15.84280644,-11.6837054,-21.76914092,-24.92924015,-13.56082921
01107,AL,Pickens County,2.0,0.0,14.0,-19.0,-19.0,0.0,1.0,-3.0,0.0,3.0,-1.0,1878.0,10.273114508,11.776497119,-1.503382611,-0.204587883,0.7015785517,-17.85029282,-1.344955125,2.7972752467,47.457798443,25.336191775,-20.72942264,-5.477559279,-11.29802907,-0.95214232
01109,AL,Pike County,5.0,4.0,79.0,56.0,-131.0,-2.0,0.0,-5.0,11.0,-1.0,-3.0,2204.0,10.398456809,10.217614082,0.1808427271,2.9093113115,2.3810959069,-0.212137283,2.9589371981,14.462871657,-18.32202529,6.8670814904,-3.643966547,-4.550012722,-4.655283747,-3.948399542
01111,AL,Randolph County,4.0,0.0,-6.0,30.0,27.0,-2.0,0.0,0.0,-1.0,-1.0,-1.0,390.0,11.177363638,12.541530067,-1.364166428,-0.350247362,-0.264032212,-4.947243991,-8.65762622,1.1978704525,-7.037861915,11.925156295,-1.020000887,10.533070744,4.1837318888,1.1881449537
01113,AL,Russell County,2.0,3.0,-49.0,239.0,-23.0,23.0,8.0,91.0,46.0,2.0,-2.0,574.0,13.996284937,10.505853385,3.4904315521,-0.425244747,-0.846688842,23.943128137,39.696667616,21.534689539,-6.589340475,-12.01002812,-15.20990524,-22.8184423,10.891442811,-0.397425375
01115,AL,St. Clair County,1.0,0.0,23.0,133.0,851.0,2.0,-4.0,-6.0,11.0,-2.0,-1.0,1582.0,11.034653076,10.944849186,0.0898038908,0.5491029329,0.2581861859,1.5995607177,6.3175611606,10.412086463,1.385283401,5.1349816277,7.374088305,6.5170745069,7.5319968286,9.5528888789
01117,AL,Shelby County,1.0,0.0,137.0,448.0,1518.0,15.0,-4.0,10.0,9.0,-12.0,-10.0,2416.0,10.325767105,7.5054525312,2.8203145735,1.6396604938,0.6323782268,3.5737491878,9.3064302619,10.183948181,5.8198621073,8.0050284294,6.3392196383,7.2014402881,5.6381868337,7.0069353889
01119,AL,Sumter County,6.0,4.0,27.0,-2.0,-180.0,-1.0,1.0,-1.0,0.0,1.0,0.0,916.0,10.853517418,13.008259846,-2.154742428,1.4695077149,2.1547424285,-15.35635562,-1.411065726,-2.235969293,-9.9759976,-5.514428161,-18.49233943,-14.77679266,-7.958082181,-14.36494952
01121,AL,Talladega County,3.0,3.0,32.0,-193.0,46.0,4.0,-2.0,-10.0,-2.0,0.0,-5.0,3095.0,10.542422634,13.040627049,-2.498204416,0.3170055171,0.3997127065,-2.865242174,4.2436695547,-5.19166402,0.8216322276,-4.033448106,-5.158337457,-2.651001282,2.4706917313,0.5745870156
01123,AL,Tallapoosa County,6.0,0.0,2.0,-111.0,-16.0,3.0,0.0,4.0,-2.0,-3.0,-3.0,576.0,9.517688067,13.201156955,-3.683468888,0.1447911388,0.0494425354,-0.82048312,-8.004851425,1.5595301915,-1.831233519,-6.626661267,1.4040965132,5.3695242552,1.1337309607,-0.395540283
01125,AL,Tuscaloosa County,2.0,4.0,221.0,108.0,482.0,-18.0,4.0,9.0,10.0,-6.0,-5.0,9954.0,11.640657546,8.9639288057,2.6767287406,1.2355101968,1.0582415951,5.4372659487,6.0067955667,7.6270783789,5.6857263033,4.795845562,4.1777006111,1.4151786361,0.2933136509,2.3080201305
01127,AL,Walker County,1.0,0.0,-1.0,8.0,74.0,-9.0,-1.0,-5.0,-12.0,-2.0,-3.0,852.0,11.793379983,15.237046938,-3.443666955,0.3443577728,-0.015724507,-4.731176356,-4.19024938,-0.561111911,-4.255805972,-2.318279867,-3.27504171,-5.185785031,0.4546737324,1.1636134916
01129,AL,Washington County,7.0,3.0,14.0,29.0,-51.0,1.0,0.0,6.0,1.0,-1.0,1.0,147.0,10.083109264,11.671962845,-1.588853581,1.0863039936,0.8555365436,-13.72173466,-11.47792818,-10.51611198,1.0661928032,0.4747774481,-9.20694706,-5.189632803,-7.65399101,-3.116597409
01131,AL,Wilcox County,10.0,3.0,0.0,-66.0,-197.0,5.0,0.0,3.0,4.0,-1.0,0.0,108.0,12.683578104,15.449170322,-2.765592218,0.0,0.0,-10.60961823,-11.52154793,-13.27571613,-15.20981395,-2.01446754,-4.323827047,-15.32389134,-7.6092062,-18.78695403
01133,AL,Winston County,4.0,3.0,2.0,-76.0,19.0,2.0,-1.0,-3.0,-3.0,-2.0,-1.0,301.0,10.270064663,13.735683192,-3.465618528,-0.164021815,0.0845272812,0.5740763522,-3.995469056,2.7696250672,0.3724548916,-6.65709709,2.2576666597,-3.062915644,0.6322044971,0.8030091712
02013,AK,Aleutians East Borough,12.0,3.0,43.0,23.0,-60.0,1.0,-1.0,0.0,1.0,2.0,1.0,1731.0,2.9708853238,2.6737967914,0.2970885324,25.836575875,12.774806892,24.591439689,7.3248893637,12.053638692,-2.6909852,6.8462568835,-4.156769596,26.400704019,-20.72992701,-17.82531194
02016,AK,Aleutians West Census Area,11.0,3.0,53.0,-8.0,-38.0,2.0,2.0,-1.0,2.0,2.0,1.0,2529.0,6.7411743835,1.2417952812,5.4993791024,12.027645633,9.4021642718,-0.538551297,14.389767277,13.097005151,3.7934304681,-9.997414462,-16.54187707,1.3993353157,-20.58228516,-6.741174384
02020,AK,Anchorage Municipality,2.0,4.0,364.0,619.0,-4608.0,19.0,-2.0,11.0,-34.0,19.0,11.0,7595.0,13.56216974,6.3852478994,7.1769218403,2.4528513124,1.2583812861,-1.387574256,-3.485563174,-0.64731722,-15.02408346,-18.02691484,-10.61540427,-18.60757589,-20.70242571,-15.93027738
02050,AK,Bethel Census Area,11.0,0.0,2.0,-12.0,-86.0,-1.0,1.0,-3.0,1.0,0.0,0.0,327.0,22.018849884,8.1956016938,13.82324819,0.0,0.1092746893,-1.507115323,-3.30719886,-8.955728287,-15.03297195,-15.49134881,-13.78658587,-12.12893221,-7.326007326,-4.698811638
02060,AK,Bristol Bay Borough,12.0,3.0,1.0,5.0,-45.0,0.0,0.0,2.0,0.0,-2.0,0.0,16.0,9.324009324,8.1585081585,1.1655011655,0.0,1.1655011655,20.669291339,-50.77152812,-35.23316062,0.0,-52.9443544,-2.214839424,-42.91360813,11.435105775,-52.44755245
02068,AK,Denali Borough,7.0,5.0,8.0,7.0,59.0,0.0,0.0,1.0,-2.0,2.0,1.0,105.0,6.7813029789,4.3594090579,2.421893921,9.7113568924,3.8750302737,12.408956029,11.111111111,11.944949364,-20.21249028,4.6765393609,53.159478435,8.214544576,-25.26724976,28.578348268
02070,AK,Dillingham Census Area,12.0,3.0,1.0,2.0,-120.0,-1.0,1.0,1.0,1.0,2.0,0.0,52.0,17.563339053,8.478853336,9.0844857172,0.0,0.2018774604,4.6953148923,-12.12611156,-10.07353682,-9.436803534,-11.03199278,-18.87929303,-21.59434914,0.6041687645,-24.22529525
02090,AK,Fairbanks North Star Borough,2.0,4.0,16.0,285.0,-2747.0,28.0,10.0,52.0,-10.0,-3.0,4.0,4689.0,15.689766342,5.1787487079,10.511017634,1.2424637445,0.1637548999,-15.12343164,9.9883586738,-6.032477987,-30.24172399,-8.326210468,-2.107165862,-21.06755596,-22.08434221,-28.11466937
02100,AK,Haines Borough,12.0,5.0,0.0,2.0,28.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,0.0,7.9713033081,2.7899561578,5.1813471503,5.1231527094,0.0,23.251231527,1.1648223646,-4.284323272,-0.782319578,-16.1703806,6.3404002378,-5.143422354,-20.75019952,11.159824631
02105,AK,Hoonah-Angoon Census Area,10.0,4.0,4.0,1.0,-9.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,9.2958401116,8.3662561004,0.9295840112,0.9541984733,1.8591680223,-16.69847328,10.954989283,-4.728132388,-16.61129568,18.912529551,-6.583588055,2.8169014085,6.0549604099,-4.18312805
02110,AK,Juneau City and Borough,8.0,4.0,20.0,69.0,-227.0,2.0,4.0,-6.0,-5.0,3.0,1.0,985.0,10.623174142,5.5302994798,5.0928746622,1.9827531944,0.6248925966,16.208220558,1.4253621504,-0.061559297,-10.54168267,-1.505468846,-11.22610608,-16.02852271,-6.236844157,-7.092530971
02122,AK,Kenai Peninsula Borough,11.0,5.0,20.0,80.0,26.0,0.0,1.0,-2.0,4.0,-1.0,-3.0,1686.0,11.341445736,9.2266498393,2.1147958966,0.2860897785,0.3410961124,7.5456179092,4.0813081388,-3.704549046,3.9451174807,3.8064917987,2.9701610411,-2.99104396,-3.227486573,0.4434249461
02130,AK,Ketchikan Gateway Borough,8.0,4.0,24.0,19.0,-18.0,1.0,-1.0,0.0,2.0,2.0,-2.0,267.0,11.024246136,6.3407428757,4.6835032604,2.8627004808,1.7292935115,1.2478437993,-1.678648323,-7.1399949,0.145327714,-11.78010471,-4.597030173,5.2285683163,-3.683640303,-1.296970134
02150,AK,Kodiak Island Borough,11.0,3.0,33.0,-13.0,-367.0,0.0,0.0,4.0,5.0,3.0,0.0,390.0,12.800975312,4.0384029259,8.7625723865,3.4970129681,2.5144772935,0.0,5.243687821,-8.24742268,-26.92857143,-22.25916022,-15.27550464,-24.74302496,-28.99633809,-27.96403536
02158,AK,Kusilvak Census Area,12.0,0.0,7.0,-42.0,-139.0,3.0,-1.0,1.0,-1.0,0.0,0.0,13.0,28.009857546,12.382040031,15.627817515,0.3968778939,0.8414978662,0.7937557878,-5.438653286,2.9173008625,-7.341047655,-9.451331779,-22.10687023,-12.30431869,-9.058518026,-16.70974334
02164,AK,Lake and Peninsula Borough,12.0,5.0,3.0,-5.0,-25.0,0.0,-1.0,2.0,1.0,0.0,0.0,37.0,19.447929737,6.2735257215,13.174404015,0.6082725061,1.8820577164,0.6082725061,-15.16070346,3.015681544,-29.57151479,-40.0987045,-11.89358372,-4.358655044,-28.05486284,-15.6838143
02170,AK,Matanuska-Susitna Borough,2.0,5.0,16.0,490.0,482.0,34.0,4.0,23.0,35.0,6.0,-2.0,2023.0,12.700063129,5.9972520331,6.7028110958,0.06613137,0.14853875,12.884595248,12.254452487,14.507509615,13.908435275,20.204353175,20.791398814,11.989484243,1.5561503091,4.4747298451
02180,AK,Nome Census Area,11.0,0.0,2.0,22.0,-145.0,3.0,0.0,3.0,0.0,0.0,0.0,179.0,19.644014559,10.071296804,9.5727177544,0.3105750815,0.1994316199,6.0044515762,-13.7755102,-11.48607441,-18.10599125,-10.45526062,-7.251120399,-9.504276925,-5.976690905,-14.45879244
